"","X1","X2","X3","X5","X06...07","X8","X9","X10.1","X10.2.3","X10.4","X10.5","X10.6","X10.7","X10.8","X10.9","X11.01.6","X11.07","X12","X13","X14","X15","X16","X17","X18","X19","X20A","X20B","X20C","X20.3","X20.4","X20.5","X21","X22","X23OTHER","X23.5.6","X24.1.3","X24.4.5","X25OTHER","X25.4","X26","X27","X28","X29","X30.1","X30.3","X30OTHER","X31","X32","X33.15","X33.16","X33OTHER","X35.1","X35.2.3","X36","X37","X38","X39","X41.43","X45","X46","X47","X49.1.2","X49.3.5","X50","X51","X52","X53","X55","X56","X58","X59.60","X61","X62","X63","X64","X65.1.3","X66","X68.1.2","X68.3","X69.1","X69.2","X70","X71","X72","X73","X74","X75","X77","X78","X79","X80","X81","X82","X84","X85","X86","X87.88","X90","X91","X92","X93","X94","X95","X96"
"63",0.673474649389062,5.08982035986655,0,3.22374412678213,0.10573059842917,27.5994060145872,0.11794650935266,3.20753656258572,4.00486458099203,5.23274719618799,4.91211374427562,6.27867248934755,5.24545839901128,2.17728299965623,4.97943672788614,4.07506631656863,6.47971889136069,1.88405797096489,2.04622416699317,0.173246004176799,3.76419539559798,6.8867077619577,6.18671871408909,4.06205452143431,0.913816207437024,4.84096294831508,3.77584759593099,3.52086439698344,7.64302815411182,2.01468976841762,4.44163549937831,0.826678509138975,1.41444880978264,10.0435011986298,12.5260130385573,2.61893763120975,0.85091364292174,2.52012618811107,0.33759005901006,1.1727298333276,1.55389310817356,0.632927511854489,0.27521518374071,0.412310383155009,0.138830140400492,0.855852455556554,3.11509972493728,0.593668439399509,0.107838233975467,0.288090143717321,1.0411807135873,0.0138102989528059,0.0358766905922448,0.492072170603771,1.64018452095946,17.2136320602458,3.05343511399166,1.13632376305689,7.21625227833808,18.2532577360276,3.90765110659399,0.789157660090681,6.51861086383363,0.260506852797093,0.508728464444018,3.04540352294881,5.63585842263504,1.76692538999304,2.41901272959723,3.39353814391665,0.342554254114429,1.37459741700196,1.08780005849713,0.794875123872604,1.23862976571374,0.877521372495062,0.496357990639398,0.354377670491983,0.199335548134251,1.52706717386471,3.27978738662676,0.718510633438708,1.12784172952819,1.19833273609537,2.1304976344287,0.758533581532446,2.30880230824687,3.8350702901561,0.947724148372145,3.36340009146429,0.900225562591808,0.818471498638603,0.909959525969823,1.66057282145034,1.70688450202259,0.702370500542664,1.17047069610726,0.134228187917936,1.01844210484011,0.609275752928157,0.608251694102104,0.137174211216431,0.690843814713388,0.991456929205736
