sector,1,2,3,5,06 & 07,8,9,10.1,10.2-3,10.4,10.5,10.6,10.7,10.8,10.9,11.01-6,11.07,12,13,14,15,16,17,18,19,20A,20B,20C,20.3,20.4,20.5,21,22,23OTHER,23.5-6,24.1-3,24.4-5,25OTHER,25.4,26,27,28,29,30.1,30.3,30OTHER,31,32,33.15,33.16,33OTHER,35.1,35.2-3,36,37,38,39,41-43,45,46,47,49.1-2,49.3-5,50,51,52,53,55,56,58,59-60,61,62,63,64,65.1-3,66,68.1-2,68.3,69.1,69.2,70,71,72,73,74,75,77,78,79,80,81,82,84,85,86,87-88,90,91,92,93,94,95,96
1,2082.49967,33.73865699,0,0,0,0.154053977,0,2756.551702,655.6599729,114.7616503,2464.754536,815.4714077,157.7857774,585.7481699,427.2676933,76.54150568,69.27482391,113.8269896,2.696461812,0.044141072,3.490731552,2.934709876,0.096802473,0.041411396,0.543051684,2.635554418,7.961518893,0.006141511,0.018951343,47.46359955,6.4926098,20.18800748,26.19098211,0.04877127,0.055497972,0.013782542,0.040168594,0.001278654,0,0.032565233,0.229709035,0.375378966,0.060659481,0.00696797,0.008446965,0.004594181,0.108728943,0.387150993,0.001649258,0.009306226,0.46507421,6.210179777,1.241432654,0,0,0,0,97.82349065,14.5378526,400.5739204,124.5360972,0,13.35665217,34.79063719,0,0.215864759,0.000623445,218.963413,538.0031116,0.016683101,10.85029747,0.898005371,16.27301526,0.394382507,0,0.000960439,0.000396122,21.08623242,0,0.724882479,0.946170473,0.039683962,4.484850132,9.50762296,1.133050659,1.006829191,0,40.35279444,3.005051433,0,0.0655252,0.166115672,1.70716977,0,12.723148,3.972946499,5.973730964,0.983293113,1.69494006,4.656220991,6.386067395,0,0.004363551,0.001280585
2,1.448275862,172.5862069,0,0.90204521,0,0.000704722,0,7.52E-10,0.001409175,0.00190901,0,0.024165746,0,0.00422833,0.018650917,0,0,0,0.093427152,2.00E-09,2.32E-09,127.8262826,0.003522257,0.002848006,0,0.042434829,0.753677475,0.019370584,0.028962261,0.09980027,2.415806947,0.011956582,0.01620589,0.0260747,0.016913319,0.018650917,0.000704722,0.000704722,0,0.056377731,0,0.006342495,0.004933051,2.32E-09,0.038006556,0,2.032949953,1.765871188,0,0,0.003523608,0,0,0,0,0,0,93.37275637,0,11.02102789,0,0,0.285870642,0,0,0,0,29.31188209,5.456215768,0.040120721,0,0,2.847695924,0.000704722,0,0,0,0.07530839,0,0.023583968,0.024993412,0,0.104530131,6.838958956,0,0.02006036,0,4.662220008,0.045053772,0,0.019355639,0,0.024993412,0,0,0,0,0,0,0,19.55172414,0,0,0
3,0,0,25.98157895,0,0,0,0,0.308349749,162.2755058,0.617934158,0,0.022069947,0,0,0,0,3.459649123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33149834,0.065196971,1.643157895,0.188029746,0,0.310175439,20.36559099,0,0.12592111,0,47.86152718,43.175101,0,0,0,0.081924577,0,0,0,0,0.328030023,0,0,0.071578947,0,0.190877193,0.047368421,0,0.095438596,0,0.325824379,0.0087241,0,0,0,0.071578947,0,0,0,0,0,0,0,0.047368421,0,0,0
5,0,0,0,17.13885899,0,0.813821284,0,1.443781495,1.452374564,0.085447121,1.088471695,1.07731353,0.1017841,10.57058221,2.493296536,0.004954279,0.043810269,0,0.044186957,0.011302004,0.01515063,0.063575283,9.194728165,0.013099651,11.9806206,0.261041307,0.029115901,3.964337656,0.031872898,0.877816967,0.494480131,0.049659634,0.087075963,1.152574183,30.88905384,0.080116298,2.747648182,9.518830913,0.0104896,0.130872818,0.82646177,0.17325046,0.936980121,0.004135813,0.015436605,0.005499895,0.057674342,0.187463902,0.001423018,0.006608752,0.465093358,589.1908064,126.6235122,0,0,0,0,8.45381365,0.052016159,2.066910773,0,0,5.748270352,0,0,0,0,0,4.79550893,0.152683969,0,0,1.673461547,0.183999984,0,0,0,0.039087709,0,1.282274223,2.156416313,0,6.160357823,14.45907674,0.002629503,0.800033736,0,2.239857018,3.934945303,0,0.3515201,0,2.790834069,0,0,0,0,0,0,0,0,0,0.199809872,0
06 & 07,0,0,0,0.018589498,646.9331161,0,9.25756995,0,0,0,0,0,0,0,0,0,0,0,0.006411969,0,0,0,0.003205985,0,1470.621179,7.475288127,2.205717339,0,0.03526583,0,0.201977024,0.400748063,0.205183008,0,0,0,0,0,0,0,0,0.330216404,0,0,0,0,0,0,0,0,0.032059845,7054.764227,6601.849807,0,0,0,0,119.0472855,4.90E-06,7.580709891,8.48E-05,0,66.46302852,0,0,0,0,5.40E-12,62.79057078,0.39874223,0,0,32.62552161,2.877144055,0,0,0,2.051808723,0,15.407721,25.77501899,0,82.86302864,172.8203597,0,9.872317104,0,51.9268405,48.93394524,0,4.372646645,0,33.46020565,0,0,0,0,0,0,0,0,0,2.392453382,0
8,0,0,0,0,0,100.0772586,0,3.76E-10,0.000704588,0.002486234,0,0.012982154,0,2.014679852,0.00044964,0,0,0,0.21129184,0.047996264,0.043622307,0.631347748,3.918310783,0.051835791,0.378719912,40.43886377,16.95269391,0.809532439,6.826509366,0.241471164,3.094089387,2.51081233,1.205318368,65.50707276,96.42706086,0.037922586,4.564167049,0.986931118,0.539904491,2.856757591,0.01059821,2.139064043,0.026559428,0.003532656,0.122343209,0.024725981,0.048444565,27.94009006,0.002597953,0.043283336,1.795474731,0,0,0,0,0,0,335.5251652,0.010118111,38.22059387,3.670888537,0.963883723,8.709767937,0,0,8.561260888,0,2.546372937,6.707801051,0.087208076,0.000771744,0,1.268438998,0.121272311,0,0,1.16E-06,0.328036685,0,0.267300439,0.587515755,0.005785507,1.261068849,0.414237915,0.164496136,0.294722611,0,1.186480675,1.218768761,2.867162519,0.227742338,0.90762218,0.703567043,0,0.008954643,0,0,0,0.030590614,0.749579651,0.835316065,0,0,0
9,0,0,0,0.091003669,3167.018672,0,345.5126703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39721074,2.40E-05,39.04988678,0.000415202,0,27.93877253,0,0,0,0,2.64E-11,16.24585557,0,0,0,3.662370105,0,0,0,0,0.273011006,0,0,0,0,78.91920355,0,0,2.189873594,0,3.701031277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1,5.69715275,0.648820327,0.962280702,8.21E-05,2.858320101,0.814913523,0.040902371,2538.022181,12.41369958,24.2377715,5.170141193,18.2394779,132.1924009,248.3308669,130.3700324,6.286576606,3.249328448,0.592848904,2.042213667,2.111452782,72.93512782,0.578159399,1.990400965,0.092055687,2.125971776,1.147448476,2.469955521,0.816275306,0.855141287,21.04180447,4.01678966,4.456588781,1.955730899,5.764276898,0.95193538,28.14138862,0.949367338,0.337321094,3.139086822,43.13448528,3.725367788,5.362754156,3.647176761,0.006521155,3.452107988,0.044162857,1.059367319,1.310789398,0.059797746,1.072728377,6.209509817,5.435337466,3.051273373,0.942157953,0,5.248514399,0,11.72420172,8.094835978,100.4116143,305.4670353,4.819418616,12.49269587,1.935444756,0.065096943,6.670750955,7.541259717,236.2006852,508.6599529,1.465402176,9.02142814,9.883601157,8.111851961,0.919679196,21.53379845,8.746673962,0.217292973,2.618549519,0,1.11728059,1.604854086,1.794034729,10.60128716,1.545377248,10.86613988,3.495957145,0.994186047,5.589341478,9.899880609,0.95572084,2.251558515,3.634669571,76.12893669,12,18.03506022,3.972946499,41.81611675,0.983293113,5.085359854,0.47339509,8.566984975,0,1.177366929,0.000640518
10.2-3,17.07512431,0,1.924561404,0.000219022,7.622186935,1.641101003,1.710101487,56.29800492,552.3147727,8.537262991,154.8709462,66.83507146,199.0097864,196.9028703,40.54670806,64.20536795,95.54921384,0.592848904,2.743908784,1.878833428,0.159905003,2.940940826,3.093265998,2.260594254,9.174018968,2.356219444,4.208100367,0.831445372,0.885951878,17.36164165,5.836814551,5.3269654,5.846382803,6.752929398,1.902709798,25.51248423,2.781638665,0.26523063,2.026901516,7.545803228,3.019680273,7.980123562,8.25679542,1.98096024,6.834388304,0.80071455,2.881771691,1.572817729,0.072600399,1.034895454,3.606341698,15.53144145,8.998641036,0,0.991891065,6.123266799,0,24.56310408,20.41344174,175.6069188,780.6874492,8.674953509,25.86230466,19.33352809,17.60238885,41.02372688,26.3934728,502.590065,1055.224786,4.207431208,32.48140785,33.23608491,27.54736971,4.204870372,75.83642063,11.37128672,0.727024476,6.066525013,0,9.096091872,2.016320279,11.66249411,14.9305336,6.724584461,27.5071066,12.3378784,2.98255814,5.70238522,30.99355411,8.601487557,4.834555084,15.23166115,29.84884902,8,32.82423889,3.972946499,124.4527284,4.916465565,14.4538818,25.00417225,17.91559202,2.764577146,1.621410286,0.934203669
