"","SICto","SICfrom","value"
"1512","38","10.9",3.908225797
"1514","41-43","10.9",4.192448165
"1515","45","10.9",24.8797159
"1516","46","10.9",205.5692545
"1519","49.3-5","10.9",109.9319897
"1522","52","10.9",5.270876105
"1523","53","10.9",7.008080433
"1525","56","10.9",2.397493258
"1526","58","10.9",1.849554856
"1528","61","10.9",4.454468638
"1529","62","10.9",20.43064087
"1530","63","10.9",6.04975944
"1531","64","10.9",53.36882839
"1532","65.1-3","10.9",1.743638158
"1534","68.1-2","10.9",1.9172033
"1536","69.1","10.9",2.563350922
"1537","69.2","10.9",4.591348636
"1538","70","10.9",3.04065919
"1539","71","10.9",6.326254539
"1540","72","10.9",1.856461538
"1541","73","10.9",13.5727448
"1542","74","10.9",1.269839028
"1544","77","10.9",12.98101359
"1545","78","10.9",7.998426127
"1546","79","10.9",5.128202284
"1549","82","10.9",1.709191371
"1550","84","10.9",2.676261133
"1551","85","10.9",1.719353586
"1558","94","10.9",1.684707803
"1561","1","11.01.6",76.54150568
"1568","10.1","11.01.6",6.286576606
"1569","10.2-3","11.01.6",64.20536795
"1571","10.5","11.01.6",0.21938922
"1572","10.6","11.01.6",335.4422427
"1573","10.7","11.01.6",0.925784121
"1574","10.8","11.01.6",110.511953
"1576","11.01-6","11.01.6",90.348584
"1582","16","11.01.6",17.38085544
"1583","17","11.01.6",135.6664864
"1584","18","11.01.6",4.57344615
"1585","19","11.01.6",15.6066461
"1587","20B","11.01.6",4.618494755
"1590","20.4","11.01.6",3.663804558
"1593","22","11.01.6",1.079013541
"1594","23OTHER","11.01.6",236.4938624
"1598","25OTHER","11.01.6",332.8357679
"1600","26","11.01.6",0.921656952
"1602","28","11.01.6",0.965496144
"1603","29","11.01.6",0.931629989
"1607","31","11.01.6",1.833400283
"1608","32","11.01.6",19.19328595
"1611","33OTHER","11.01.6",51.24844494
"1612","35.1","11.01.6",160.9855081
"1613","35.2-3","11.01.6",193.8067423
"1614","36","11.01.6",30.15119439
"1615","37","11.01.6",5.496255483
"1616","38","11.01.6",7.351670746
"1618","41-43","11.01.6",54.81816669
"1619","45","11.01.6",29.52794954
"1620","46","11.01.6",282.9497677
"1622","49.1-2","11.01.6",2.739777787
"1623","49.3-5","11.01.6",155.9440151
"1624","50","11.01.6",5.478731324
"1625","51","11.01.6",0.913035864
"1626","52","11.01.6",20.10843043
"1627","53","11.01.6",53.99972061
"1629","56","11.01.6",3.70394498
"1630","58","11.01.6",11.88010435
"1632","61","11.01.6",17.37744386
"1633","62","11.01.6",70.42079902
"1634","63","11.01.6",39.27266712
"1635","64","11.01.6",261.4510338
"1636","65.1-3","11.01.6",7.309530623
"1637","66","11.01.6",7.30650793
"1638","68.1-2","11.01.6",8.245894905
"1640","69.1","11.01.6",16.44070945
"1642","70","11.01.6",457.3612971
"1643","71","11.01.6",42.94766665
"1644","72","11.01.6",11.88255489
"1645","73","11.01.6",169.2728863
"1646","74","11.01.6",8.249993869
"1648","77","11.01.6",68.61033915
"1649","78","11.01.6",17.71831973
"1650","79","11.01.6",20.09318408
"1652","81","11.01.6",20.99518617
"1653","82","11.01.6",7.319371453
"1654","84","11.01.6",29.22390741
"1656","86","11.01.6",0.913173643
"1657","87-88","11.01.6",6.388111888
"1662","94","11.01.6",1.82693735
"1664","96","11.01.6",4.564239825
"1665","1","11.07",69.27482391
"1667","3","11.07",3.459649123
"1672","10.1","11.07",3.249328448
"1673","10.2-3","11.07",95.54921384
"1674","10.4","11.07",1.154028825
"1675","10.5","11.07",16.54497366
"1676","10.6","11.07",1.902464784
"1677","10.7","11.07",2.904579166
"1678","10.8","11.07",600.7599866
"1681","11.07","11.07",14.82378378
"1686","16","11.07",11.29037873
"1687","17","11.07",92.37544646
"1688","18","11.07",0.97253277
"1689","19","11.07",26.58882297
"1690","20A","11.07",1.852972973
"1691","20B","11.07",24.09314318
"1692","20C","11.07",3.747450972
"1694","20.4","11.07",0.250022384
"1697","22","11.07",347.5347896
"1698","23OTHER","11.07",53.70016926
"1702","25OTHER","11.07",263.0161608
"1704","26","11.07",3.706944632
"1705","27","11.07",2.800378465
"1706","28","11.07",25.05660043
"1707","29","11.07",8.379843676
"1711","31","11.07",0.970947841
"1712","32","11.07",9.391783028
"1715","33OTHER","11.07",28.96091977
"1716","35.1","11.07",31.91002189
"1717","35.2-3","11.07",18.43022146
"1718","36","11.07",7.450003777
"1719","37","11.07",1.160980851
"1720","38","11.07",3.295156671
"1722","41-43","11.07",14.96538752
"1723","45","11.07",66.69860213
"1724","46","11.07",117.5267076
"1727","49.3-5","11.07",166.2544047
"1730","52","11.07",4.103747385
"1731","53","11.07",43.07016006
"1733","56","11.07",1.040206041
"1734","58","11.07",1.076965113
"1736","61","11.07",6.764744953
"1737","62","11.07",28.94837381
"1738","63","11.07",6.638923318
"1739","64","11.07",64.999339
"1740","65.1-3","11.07",0.228477135
"1742","68.1-2","11.07",2.938861415
"1744","69.1","11.07",2.924764128
"1745","69.2","11.07",3.120282467
"1746","70","11.07",58.57385386
"1747","71","11.07",9.537274195
"1748","72","11.07",2.959628228
"1749","73","11.07",119.7119563
"1750","74","11.07",3.06262345
"1752","77","11.07",28.15083525
"1753","78","11.07",14.71086526
"1754","79","11.07",0.232649178
"1756","81","11.07",2.779459459
"1757","82","11.07",7.218696227
"1758","84","11.07",3.93667371
"1759","85","11.07",6.591651091
"1769","1","12",113.8269896
"1776","10.1","12",0.592848904
"1777","10.2-3","12",0.592848904
"1786","12","12",0.592848904
"1790","16","12",0.592848904
"1791","17","12",56.32064591
"1792","18","12",1.185697809
"1793","19","12",0.592848904
"1805","24.4-5","12",0.592848904
"1806","25OTHER","12",1.778546713
"1808","26","12",0.592848904
"1809","27","12",0.592848904
"1811","29","12",0.592848904
"1819","33OTHER","12",1.778546713
"1820","35.1","12",7.114186851
"1821","35.2-3","12",5.335640138
"1822","36","12",0.592848904
"1826","41-43","12",2.964244521
"1827","45","12",0.592848904
"1828","46","12",31.42099193
"1830","49.1-2","12",0.592848904
"1831","49.3-5","12",7.707035755
"1834","52","12",4.742791234
"1835","53","12",1.778546713
"1837","56","12",0.592848904
"1838","58","12",2.371395617
"1840","61","12",1.185697809
"1841","62","12",8.29988466
"1842","63","12",1.185697809
"1843","64","12",40.31372549
"1844","65.1-3","12",0.592848904
"1845","66","12",1.778546713
"1846","68.1-2","12",1.185697809
"1848","69.1","12",3.557093426
"1849","69.2","12",8.892733564
"1850","70","12",15.41407151
"1851","71","12",10.07843137
"1852","72","12",4.14994233
"1853","73","12",41.4994233
"1854","74","12",0.592848904
"1858","79","12",3.557093426
"1860","81","12",6.521337947
"1861","82","12",0.592848904
"1862","84","12",6.521337947
"1863","85","12",5.928489043
"1870","94","12",1.185697809
"1873","1","13",2.696461812
"1878","8","13",0.21129184
"1880","10.1","13",2.042213667
"1881","10.2-3","13",2.743908784
"1883","10.5","13",1.833493674
"1884","10.6","13",0.240228646
"1885","10.7","13",0.935156033
"1886","10.8","13",2.777959859
"1891","13","13",316.6677017
"1893","15","13",0.924539748
"1894","16","13",2.032031142
"1895","17","13",28.32193853
"1896","18","13",3.449548139
"1897","19","13",4.69367974
"1898","20A","13",2.018190119
"1899","20B","13",27.91892378
"1900","20C","13",12.5556008
"1901","20.3","13",0.879601412
"1902","20.4","13",0.468644427
"1904","21","13",0.667886752
"1905","22","13",45.2379537
"1906","23OTHER","13",0.299704459
"1908","24.1-3","13",4.685270295
"1909","24.4-5","13",3.917783584
"1910","25OTHER","13",24.52255155
"1912","26","13",0.26270698
"1913","27","13",0.557785672
"1914","28","13",34.7913445
"1915","29","13",3.07093944
"1919","31","13",2.065679634
"1920","32","13",0.832503403
"1923","33OTHER","13",16.82242501
"1924","35.1","13",67.09468194
"1925","35.2-3","13",76.34267251
"1926","36","13",8.331976712
"1927","37","13",4.543661925
"1928","38","13",3.130888534
"1930","41-43","13",30.42061132
"1931","45","13",23.94424168
"1932","46","13",238.1187907
"1934","49.1-2","13",0.927952631
"1935","49.3-5","13",29.68495021
"1936","50","13",1.837250451
"1937","51","13",0.895483606
"1938","52","13",9.19488151
"1939","53","13",5.859112096
"1941","56","13",1.846247514
"1942","58","13",5.629163448
"1944","61","13",12.81298759
"1945","62","13",21.15623079
"1946","63","13",2.86656703
"1947","64","13",135.9736314
"1948","65.1-3","13",7.327662279
"1949","66","13",3.647972209
"1950","68.1-2","13",8.280811851
"1952","69.1","13",8.261943834
"1953","69.2","13",12.05129602
"1954","70","13",29.22299865
"1955","71","13",24.25380787
"1956","72","13",7.371467582
"1957","73","13",56.36722322
"1958","74","13",2.696562574
"1960","77","13",18.49894058
"1961","78","13",0.439877265
"1962","79","13",7.160363174
"1964","81","13",3.654958637
"1965","82","13",5.339295399
"1966","84","13",12.7944508
"1967","85","13",8.26326806
"1968","86","13",0.918504345
"1973","93","13",1.793076061
"1984","10.1","14",2.111452782
"1985","10.2-3","14",1.878833428
"1987","10.5","14",1.864666885
"1989","10.7","14",1.855765297
"1990","10.8","14",1.884198678
"1995","13","14",419.646575
"1996","14","14",2.750992063
"1997","15","14",0.949941073
"1998","16","14",0.398224251
"1999","17","14",19.56977528
"2000","18","14",0.979078198
"2001","19","14",4.770948293
"2003","20B","14",0.785042098
"2004","20C","14",0.184448526
"2005","20.3","14",0.20036951
"2008","21","14",0.17171259
"2009","22","14",2.017372207
"2012","24.1-3","14",0.251242273
"2013","24.4-5","14",0.299653903
"2014","25OTHER","14",12.79729744
"2016","26","14",0.817746363
"2017","27","14",0.340225785
"2018","28","14",1.397946208
"2019","29","14",0.677837121
"2023","31","14",2.052674065
"2024","32","14",10.48605191
"2027","33OTHER","14",9.643244266
"2028","35.1","14",19.16962884
"2029","35.2-3","14",18.11508027
"2030","36","14",3.8447469
"2031","37","14",1.910503367
"2032","38","14",20.24911873
"2034","41-43","14",15.41153396
"2035","45","14",4.980656468
"2036","46","14",142.3112193
"2038","49.1-2","14",0.935933492
"2039","49.3-5","14",1.800431463
"2040","50","14",0.950019803
"2042","52","14",5.772983287
"2043","53","14",2.030798462
"2045","56","14",0.949973798
"2046","58","14",5.621836705
"2048","61","14",9.438208416
"2049","62","14",30.86465306
"2050","63","14",1.912359466
"2051","64","14",106.2963841
"2052","65.1-3","14",5.630947508
"2053","66","14",2.816710507
"2054","68.1-2","14",6.599035507
"2056","69.1","14",3.851465274
"2057","69.2","14",13.10380065
"2058","70","14",9.693975251
"2059","71","14",31.65506879
"2060","72","14",5.653324775
"2061","73","14",26.66384638
"2062","74","14",0.961176115
"2064","77","14",14.13229766
"2065","78","14",3.82172806
"2066","79","14",3.810140302
"2068","81","14",1.913683451
"2069","82","14",1.007049818
"2070","84","14",3.911276142
"2071","85","14",5.66538177
"2072","86","14",0.934894884
"2078","94","14",1.845091154
"2079","95","14",1.83422588
"2081","1","15",3.490731552
"2088","10.1","15",72.93512782
"2089","10.2-3","15",0.159905003
"2090","10.4","15",0.11423701
"2092","10.6","15",1.50547854
"2094","10.8","15",0.431371831
"2095","10.9","15",0.11082545
"2099","13","15",22.91223202
"2101","15","15",1.003051376
"2102","16","15",0.250025768
"2103","17","15",14.85755901
"2105","19","15",5.111951647
"2106","20A","15",1.023398305
"2107","20B","15",12.44437764
"2108","20C","15",4.067066025
"2109","20.3","15",0.253547364
"2110","20.4","15",0.464248296
"2111","20.5","15",1.037202585
"2112","21","15",0.134053311
"2113","22","15",2.834639379
"2114","23OTHER","15",0.163017832
"2116","24.1-3","15",1.347127527
"2117","24.4-5","15",0.478363942
"2118","25OTHER","15",17.48405888
"2120","26","15",1.71489974
"2121","27","15",0.330434135
"2122","28","15",0.66285422
"2123","29","15",0.331678511
"2128","32","15",1.404513118
"2131","33OTHER","15",1.941792915
"2132","35.1","15",5.519535454
"2133","35.2-3","15",12.32348379
"2134","36","15",4.092503141
"2136","38","15",2.048154294
"2138","41-43","15",15.35424719
"2139","45","15",2.289974163
"2140","46","15",35.34501389
"2143","49.3-5","15",14.95829183
"2146","52","15",4.131935167
"2147","53","15",3.137766851
"2150","58","15",1.107279865
"2152","61","15",6.167848257
"2153","62","15",14.36306488
"2155","64","15",28.39273396
"2156","65.1-3","15",1.130289045
"2158","68.1-2","15",4.135885186
"2160","69.1","15",4.116485
"2161","69.2","15",4.200419695
"2162","70","15",21.23104478
"2163","71","15",4.392783036
"2164","72","15",2.118384295
"2165","73","15",19.57194643
"2168","77","15",4.587063116
"2169","78","15",0.405523875
"2170","79","15",4.057191175
"2174","84","15",3.201564791
"2175","85","15",3.116195931
"2185","1","16",2.934709876
"2186","2","16",127.8262826
"2190","8","16",0.631347748
"2192","10.1","16",0.578159399
"2193","10.2-3","16",2.940940826
"2195","10.5","16",1.92796626
"2196","10.6","16",0.245683956
"2197","10.7","16",0.974972173
"2198","10.8","16",2.10437606
"2203","13","16",2.202876063
"2205","15","16",0.376058217
"2206","16","16",849.5370855
"2207","17","16",40.66052086
"2208","18","16",2.01554895
"2209","19","16",27.40203734
"2210","20A","16",1.060183458
"2211","20B","16",17.39267327
"2212","20C","16",0.196678064
"2213","20.3","16",43.1051824
"2214","20.4","16",0.226957329
"2215","20.5","16",0.988224363
"2216","21","16",0.174805719
"2217","22","16",48.14374518
"2218","23OTHER","16",36.414646
"2219","23.5-6","16",0.976117141
"2220","24.1-3","16",7.644192908
"2221","24.4-5","16",2.340808007
"2222","25OTHER","16",162.4334824
"2224","26","16",2.869141389
"2225","27","16",0.750768699
"2226","28","16",2.167096128
"2227","29","16",8.239727689
"2229","30.3","16",0.104961657
"2230","30OTHER","16",0.211439906
"2231","31","16",6.410346617
"2232","32","16",9.591439801
"2233","33.15","16",0.203893739
"2235","33OTHER","16",86.62393435
"2236","35.1","16",85.40067795
"2237","35.2-3","16",58.98225097
"2238","36","16",7.000923361
"2239","37","16",1.962183496
"2240","38","16",6.779742213
"2242","41-43","16",47.06564138
"2243","45","16",46.94833782
"2244","46","16",141.1382156
"2246","49.1-2","16",0.168798221
"2247","49.3-5","16",172.7074443
"2250","52","16",8.142108262
"2251","53","16",10.02834057
"2253","56","16",1.929464438
"2254","58","16",3.591307731
"2256","61","16",13.07584295
"2257","62","16",28.71070589
"2258","63","16",4.020209255
"2259","64","16",202.1409524
"2260","65.1-3","16",8.784870207
"2261","66","16",0.154844329
"2262","68.1-2","16",15.50428697
"2264","69.1","16",3.063238321
"2265","69.2","16",7.034408483
"2266","70","16",16.11573325
"2267","71","16",16.04483819
"2268","72","16",3.03407021
"2269","73","16",31.04433834
"2270","74","16",1.057942283
"2272","77","16",34.64821081
"2273","78","16",5.974632119
"2274","79","16",5.871204986
"2276","81","16",3.895237162
"2277","82","16",1.991743464
"2278","84","16",9.170435831
"2279","85","16",2.165497871
"2280","86","16",0.971474881
"2286","94","16",0.40147534
"2288","96","16",0.128017936
"2292","5","17",9.194728165
"2294","8","17",3.918310783
"2296","10.1","17",1.990400965
"2297","10.2-3","17",3.093265998
"2298","10.4","17",0.264123082
"2299","10.5","17",1.969541144
"2300","10.6","17",52.1931125
"2301","10.7","17",1.958260789
"2302","10.8","17",5.086590753
"2307","13","17",34.69251257
"2310","16","17",14.37375519
"2311","17","17",640.9542704
"2312","18","17",64.6827773
"2313","19","17",19.94388999
"2314","20A","17",5.832324352
"2315","20B","17",79.03077024
"2316","20C","17",5.09128116
"2317","20.3","17",137.9941494
"2318","20.4","17",0.923711438
"2319","20.5","17",1.100373504
"2321","22","17",140.3512178
"2322","23OTHER","17",3.420175513
"2323","23.5-6","17",0.800084498
"2324","24.1-3","17",1.109919108
"2325","24.4-5","17",1.033366088
"2326","25OTHER","17",34.5029065
"2328","26","17",4.822142272
"2329","27","17",0.54704089
"2330","28","17",2.372569518
"2331","29","17",1.162880993
"2335","31","17",2.247146858
"2336","32","17",24.58308862
"2339","33OTHER","17",29.24034781
"2340","35.1","17",554.714753
"2341","35.2-3","17",406.6326188
"2342","36","17",27.38160137
"2343","37","17",9.357119953
"2344","38","17",16.08179927
"2345","39","17",0.915634591
"2346","41-43","17",85.23143376
"2347","45","17",50.14650251
"2348","46","17",793.7869137
"2350","49.1-2","17",1.063558274
"2351","49.3-5","17",264.3299105
"2352","50","17",2.408084004
"2354","52","17",12.73162064
"2355","53","17",43.95466143
"2357","56","17",3.848756647
"2358","58","17",28.09347137
"2359","59-60","17",0.810983608
"2360","61","17",17.86997514
"2361","62","17",65.36123944
"2362","63","17",15.04056935
"2363","64","17",230.07981
"2364","65.1-3","17",11.70267856
"2365","66","17",4.269212556
"2366","68.1-2","17",18.1719645
"2368","69.1","17",12.374535
"2369","69.2","17",16.813274
"2370","70","17",20.75516856
"2371","71","17",45.88089911
"2372","72","17",11.72582824
"2373","73","17",49.75857196
"2374","74","17",1.087746551
"2376","77","17",42.28623398
"2377","78","17",16.1551357
"2378","79","17",12.69030118
"2380","81","17",9.769566872
"2381","82","17",0.85875623
"2382","84","17",15.56131381
"2383","85","17",11.06623831
"2384","86","17",1.038141888
"2385","87-88","17",3.846881422
"2387","91","17",2.270411098
"2389","93","17",1.016375055
"2390","94","17",2.23721681
"2392","96","17",0.459391017
"2401","10.2-3","18",2.260594254
"2403","10.5","18",0.753312791
"2405","10.7","18",0.752527356
"2406","10.8","18",3.006351719
"2411","13","18",0.946562408
"2413","15","18",0.136847614
"2414","16","18",1.015341879
"2415","17","18",646.1042786
"2416","18","18",496.7868839
"2417","19","18",3.862455785
"2419","20B","18",7.568550886
"2420","20C","18",0.773585875
"2421","20.3","18",169.242995
"2422","20.4","18",1.067346119
"2423","20.5","18",0.76103413
"2424","21","18",0.17778201
"2425","22","18",72.52037032
"2428","24.1-3","18",3.060716196
"2429","24.4-5","18",3.498746724
"2430","25OTHER","18",57.43187312
"2432","26","18",9.360355406
"2433","27","18",1.287718997
"2434","28","18",0.94925645
"2435","29","18",0.802931246
"2439","31","18",1.333656992
"2440","32","18",169.1749021
"2442","33.16","18",0.171680799
"2443","33OTHER","18",8.765149277
"2444","35.1","18",82.62619063
"2445","35.2-3","18",27.9044578
"2446","36","18",5.293754765
"2447","37","18",1.008792257
"2448","38","18",3.213839356
"2450","41-43","18",91.93677092
"2451","45","18",38.76323321
"2452","46","18",568.4000116
"2454","49.1-2","18",0.779641249
"2455","49.3-5","18",129.3264134
"2456","50","18",12.72424092
"2458","52","18",4.239370441
"2459","53","18",4.308718041
"2461","56","18",0.656057103
"2462","58","18",29.96952751
"2463","59-60","18",8.23267484
