SIC,01,02,03,05,06 & 07,08,09,10.1,10.2-3,10.4,10.5,10.6,10.7,10.8,10.9,11.01-6,11.07,12,13,14,15,16,17,18,19,20.3,20.4,20.5,20A,20B,20C,21,22,23.5-6,23OTHER,24.1-3,24.4-5,25.4,25OTHER,26,27,28,29,30.1,30.3,30OTHER,31,32,33.15,33.16,33OTHER,35.1,35.2-3,36,37,38,39,"41, 42 & 43",45,46,47,49.1-2,49.3-5,50,51,52,53,55,56,58,59 & 60,61,62,63,64,65.1-2 & 65.3,66,68.1-2,68.3,69.1,69.2,70,71,72,73,74,75,77,78,79,80,81,82,84,85,86,87 & 88,90,91,92,93,94,95,96
24.1-3,4,0,0,1,116,4,12,1,1,0,2,1,0,2,0,0,0,0,7,0,0,1,0,1,19,1,1,2,1,0,1,1,41,41,2,3308,104,16,3463,112,208,1629,1784,78,55,116,373,52,15,4,134,13,2,14,0,14,0,127,5,6,1,10,33,0,0,1,5,0,0,0,0,7,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
24.4-5,194,0,0,0,15,1,2,0,15,0,0,0,0,16,0,0,0,2,3,0,0,0,0,5,2,0,0,89,9,92,0,38,60,47,90,83,4511,31,2048,296,924,1079,2056,17,752,39,65,202,10,43,102,373,0,5,2,5,0,643,6,77,123,2,7,2,1,3,15,0,0,1,0,71,16,2,1,13,0,0,0,0,1,0,1,2,3,0,0,2,1,0,0,21,1,0,4,0,0,0,0,1,0,0,1,2
25.4,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1019,10,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3164,0,0,0,0,0,0,0,0,0,0
25OTHER,209,4,10,53,586,22,174,75,96,0,49,4,87,215,147,551,333,5,38,21,17,176,30,90,169,62,211,55,17,47,18,86,620,168,163,156,204,90,3132,569,823,3090,3376,220,3299,165,210,300,30,150,176,364,28,16,7,110,0,5383,195,208,208,55,27,35,5,27,12,5,15,8,5,38,21,2,30,23,22,54,1,1,0,1,5,2,16,3,1,8,13,1,1,16,9,32,180,89,122,1,0,6,15,0,16,2
26,30,29,9,17,14,17,2,24,3,1,7,7,16,27,7,15,5,5,20,17,3,23,43,21,2,8,15,104,33,150,23,34,45,26,15,148,143,18,198,5898,932,508,1028,113,395,20,18,772,21,34,526,239,76,22,15,156,2,532,143,221,107,8,126,7,30,104,41,41,104,33,174,4498,565,62,146,61,57,75,2,18,0,10,85,23,27,77,41,50,27,44,20,20,18,8315,1044,7181,345,18,30,48,106,16,111,36
27,85,0,2,2,85,1,12,3,1,0,2,0,3,1,1,1,3,3,2,0,1,5,3,2,2,0,3,1,1,4,1,1,12,4,5,14,10,39,35,647,1149,551,850,75,48,39,3,279,17,5,462,1270,24,8,0,41,0,1933,95,175,285,11,379,11,19,32,55,1,2,2,78,593,165,21,97,30,24,42,2,17,0,6,24,13,21,17,0,246,15,4,28,10,13,734,166,4,72,4,14,15,67,8,107,44
28,71,9,6,76,152,51,30,181,21,3,42,56,94,157,25,79,30,0,47,17,1,83,267,181,84,20,10,43,43,52,25,56,134,106,72,423,204,74,330,275,458,2949,1758,281,410,53,77,45,32,33,242,291,39,196,7,209,0,1479,634,318,113,33,82,7,3,22,23,7,9,20,73,97,67,7,62,36,15,74,0,13,1,6,11,2,30,40,0,55,16,2,36,10,12,298,27,3,39,0,0,3,41,1,12,7
29,77,40,0,20,0,47,2,24,5,1,28,5,30,10,10,55,13,1,23,9,1,34,23,17,2,6,0,8,13,42,14,7,82,56,24,80,82,16,101,111,211,699,11526,6,7,87,91,30,5,1,229,69,6,14,13,69,0,239,5956,556,386,5,1255,8,9,153,264,17,52,10,68,138,166,22,173,107,60,74,2,33,25,54,86,14,67,30,1,1016,90,48,548,39,73,606,169,48,344,1,14,15,82,7,32,37
30.1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,832,0,0,0,0,0,0,0,0,0,0
30.3,3,0,0,0,52,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,3028,0,7,0,0,113,1,0,0,0,0,0,0,5,4,2,3,0,3,0,285,9,2,1,1,0,7,9,3,1,1,17,1,0,0,1,0,1,1,0,2,1,0,1,2,2,0,0,1,4633,2,0,2,0,0,2,3,2,0,1
30OTHER,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,170,0,0,0,0,21,0,0,0,0,0,0,3,2,3,1,17,0,0,1,8,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,2,2,0,1,2,1,2,0,1,1,8,0,273,0,0,0,1,0,1,0,1
31,0,12,2,0,0,0,0,4,1,0,1,1,3,3,0,2,1,0,5,2,0,1,2,1,0,2,1,2,3,3,3,4,2,9,6,0,0,2,1,7,3,7,160,2,8,6,524,2,2,1,6,25,1,4,0,1,0,77,11,22,53,2,7,2,1,9,8,14,37,2,11,8,10,2,37,14,5,18,1,29,6,7,15,4,5,6,1,11,28,1,2,10,28,589,420,146,152,1,6,7,43,4,1,5
32,116,16,6,11,9,10,0,22,15,2,11,31,21,54,12,29,13,6,13,67,7,32,30,899,14,14,15,83,26,179,16,10,72,13,67,0,0,7,141,13,83,1135,503,68,134,9,27,419,21,9,323,111,24,25,73,0,5,633,188,376,155,17,108,13,20,112,42,41,100,122,39,302,137,15,212,87,135,18,5,86,21,47,119,16,95,19,25,19,12,9,9,34,44,84,314,10,220,5,8,29,16,5,8,40
33.15,0,0,52,0,189,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,99,0,0,0,0,51,0,0,0,0,0,2,10,0,2,6,0,0,0,0,505,0,49,0,0,0,0,0,0,0,0,1,10,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0
33.16,3,0,0,0,84,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2034,0,0,0,0,1556,0,0,0,0,0,0,0,4,4,0,0,0,2,0,289,50,0,0,0,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,2,0,0
33OTHER,43,13,9,33,234,25,26,51,26,1,27,10,38,56,7,50,31,3,17,12,1,80,29,12,44,12,11,53,19,102,19,13,185,50,42,90,88,60,209,294,426,984,1195,128,388,724,51,128,41,66,117,329,25,58,7,55,0,2693,224,175,87,105,107,30,10,131,24,7,19,20,24,383,88,12,34,15,12,18,0,7,5,3,27,6,14,4,17,35,14,8,1,23,9,0,27,3,36,4,21,9,44,3,19,12
35.1,415,18,65,59,162,130,17,211,119,7,90,108,138,187,62,241,33,10,87,33,4,103,658,133,482,21,53,63,162,294,211,92,394,360,260,336,381,39,316,146,141,426,436,155,201,40,70,59,24,19,54,20944,2206,411,25,75,3,678,244,695,1531,201,263,50,87,185,202,156,396,93,64,314,299,32,476,139,231,52,3,40,54,60,142,46,71,39,13,157,79,39,13,88,91,841,543,883,210,74,54,20,121,22,13,43
35.2-3,51,10,41,24,327,77,161,159,225,14,137,110,165,473,25,329,18,9,109,31,12,70,612,50,194,32,20,48,177,338,262,138,363,471,658,339,144,17,426,98,112,316,242,64,67,26,20,26,20,5,45,7882,2425,20,8,23,0,104,80,140,213,25,64,10,24,39,34,47,126,62,13,45,22,2,112,37,29,2,0,20,8,15,52,25,21,10,7,40,23,3,1,13,18,468,571,577,255,4,34,13,73,6,4,21
36,60,1,1,2,8,4,2,4,24,14,16,10,15,39,4,29,7,1,10,5,4,6,27,8,19,6,9,6,14,31,16,15,21,12,17,12,26,2,17,12,14,12,21,4,8,4,14,7,2,1,0,31,13,17,2,65,0,0,0,0,28,0,9,0,1,0,5,4,0,0,5,4,4,0,6,214,0,0,0,4,1,1,0,6,5,4,1,6,5,1,1,21,0,266,134,41,48,0,20,4,35,3,1,3
37,4,0,3,0,7,1,0,12,6,1,4,1,4,6,3,5,1,0,5,2,0,2,11,1,4,2,3,2,6,22,3,6,6,6,2,3,2,0,6,2,2,6,7,2,8,0,3,2,0,1,2,5,1,6,847,231,12,28,16,24,31,3,11,6,5,16,16,13,31,3,22,9,13,2,16,4,13,6,1,6,6,3,6,7,20,4,3,10,10,2,0,6,8,24,73,456,24,1,4,9,10,5,1,32
38,12,0,9,0,15,4,0,49,20,1,12,3,13,30,6,12,3,0,12,58,3,6,39,10,8,5,6,5,15,51,10,16,21,12,28,527,229,0,16,4,4,13,15,5,13,1,9,3,0,3,4,10,4,13,342,4533,0,188,71,139,113,12,60,26,54,47,50,48,122,7,82,46,42,3,65,24,43,7,9,18,16,11,24,30,73,18,11,50,20,11,4,152,31,2028,74,791,63,14,3,20,95,12,4,87
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,49,406,18,0,0,0,4,0,0,0
"41, 42 & 43",595,24,58,18,868,26,178,0,0,2,7,24,67,103,6,60,18,5,37,30,17,62,84,139,200,23,14,13,24,208,11,62,111,67,50,53,42,8,121,0,34,150,131,45,270,28,91,81,14,25,54,506,263,384,46,572,7,53085,495,3220,12125,49,499,495,328,1174,323,306,818,147,105,1135,305,29,1616,1941,70,11674,25,358,104,208,285,15,148,81,17,131,118,217,28,57,81,5550,682,707,277,88,99,46,136,73,13,163
45,678,42,4,0,56,1,7,14,7,1,4,4,12,15,3,9,2,1,2,2,0,2,5,5,30,2,10,5,3,6,3,31,17,3,5,17,14,2,15,17,10,19,46,0,9,4,5,8,2,1,8,41,15,18,13,145,0,1409,1029,1561,779,197,1282,127,141,243,203,91,241,160,59,132,423,73,464,405,31,106,3,146,48,2,1,40,46,29,1,710,92,48,11,23,65,279,229,111,112,5,2,30,23,17,24,105
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
